itemnum,itemnamee,qty,unitnamee,Area,storloc1,storloc2,storloc3,storloc4,storloc5,storloc6,storloc7,storloc8,storloc9,storloc10,storloc11,storloc12,storloc13,storloc14,storloc15
1000751051,INTERFACE  PERSON - MACHINE  INTERFACE,30.0,EA,PCU,A16B2B,A16B3B,J07C1,J08A2,J08C2,,,,,,,,,,
1000751053,"POWER SUPPLY, ELECTRICAL, AC/DC, 12 A",10.0,EA,PCU,B13H2B,B13H3B,H06B1,,,,,,,,,,,,
1000751260,NUT  LOCK  FOR BEARING,2.0,EA,UTILITIES,A07B4B,A08B4B,,,,,,,,,,,,,
1000751438,O-RING  VITON,18.0,EA,"OIL TRAIN 3, 4 & 5",L01B2,L02B1,L03A1,L08A2,,,,,,,,,,,
1000751439,O-RING  VITON,4.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,L03B1,,,,,,,,,,,,,
1000751440,RING  EN 10083-C35N (1.0501),3.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,L07B2,,,,,,,,,,,,,
1000751532,CIRCUIT BREAKER  MOLDED CASE  125 A  3,1.0,EA,PCU,A16D1B,,,,,,,,,,,,,,
1000751533,MODULE  DIAGNOSTIC  AMBIENT TEMPERATURE,7.0,EA,PCU,A16A1B,,,,,,,,,,,,,,
1000751534,MODULE  POWER SUPPLY  19.2 TO 35 VDC,7.0,EA,PCU,A16A1B,,,,,,,,,,,,,,
1000751634,BEARING  BALL  METRIC  ANGULAR CONTACT,-5.0,EA,,A08A4B,A08B3B,A08B4B,,,,,,,,,,,,
1000751634,BEARING  BALL  METRIC  ANGULAR CONTACT,5.0,EA,UTILITIES,A08A4B,A08B3B,A08B4B,,,,,,,,,,,,
1000751635,BEARING  BALL  METRIC  RADIAL  NDE,4.0,EA,UTILITIES,A07A3B,A08A2B,A08B2B,,,,,,,,,,,,
1000751638,NUT  LOCK  BEARING,-2.0,EA,,A08B3B,A08B6B,F08B2,,,,,,,,,,,,
1000751638,NUT  LOCK  BEARING,2.0,EA,UTILITIES,A08B3B,A08B6B,F08B2,,,,,,,,,,,,
1000751645,WASHER  LOCK  BEARING,-2.0,EA,,A08A2B,,,,,,,,,,,,,,
1000751645,WASHER  LOCK  BEARING,2.0,EA,UTILITIES,A08A2B,,,,,,,,,,,,,,
1000751646,RING  RETAINING  CIRCLIP  STEEL  PLATED,-3.0,EA,,A08A3B,A08B3B,,,,,,,,,,,,,
1000751646,RING  RETAINING  CIRCLIP  STEEL  PLATED,3.0,EA,UTILITIES,A08A3B,A08B3B,,,,,,,,,,,,,
1000752031,RING STEM CARBOGRAPHITE,1.0,EA,MCU,A08B1,,,,,,,,,,,,,,
1000752659,RING  BALL  LOWER  CARBOGRAPHITE,-1.0,EA,,K06B1,,,,,,,,,,,,,,
1000752659,RING  BALL  LOWER  CARBOGRAPHITE,1.0,EA,OIL TRAIN 1&2,K06B1,,,,,,,,,,,,,,
1000752661,RING  BALL  UPPER  CARBOGRAPHITE,-1.0,EA,,K06B1,,,,,,,,,,,,,,
1000752661,RING  BALL  UPPER  CARBOGRAPHITE,1.0,EA,OIL TRAIN 1&2,K06B1,,,,,,,,,,,,,,
1000752663,O-RING  VITON  VALVE SEAT,-4.0,EA,,A07D3B,,,,,,,,,,,,,,
1000752663,O-RING  VITON  VALVE SEAT,4.0,EA,OIL TRAIN 1&2,A07D3B,,,,,,,,,,,,,,
1000752664,O-RING  VITON  BODY COVER,0.0,EA,OIL TRAIN 1&2,A07C2B,A07D5B,,,,,,,,,,,,,
1000752994,RING  BODY-COVER SEALING,2.0,EA,,A01D1,,,,,,,,,,,,,,
1000753173,BOOSTER  PNEUMATIC VOLUME  3/4 IN,3.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000753447,LAMP  FLUORESCENT  32 W  BI-PIN  T8  UL,0.0,EA,,A07A2,D01A1,K07A1,,,,,,,,,,,,
1000753447,LAMP  FLUORESCENT  32 W  BI-PIN  T8  UL,10.0,EA,MCU,A07A2,D01A1,K07A1,,,,,,,,,,,,
1000753447,LAMP  FLUORESCENT  32 W  BI-PIN  T8  UL,142.0,EA,OIL TRAIN 1&2,A07A2,D01A1,K07A1,,,,,,,,,,,,
1000753452,PACKING  STEM  GRAPHITE,1.0,EA,OIL TRAIN 1&2,A07D6B,,,,,,,,,,,,,,
1000753805,RING  THROTTLE  BUKO 1 (CARBON),1.0,EA,"OIL TRAIN 3, 4 & 5",L01B2,,,,,,,,,,,,,,
1000754086,TRANSFORMER  INSTRUMENT  2000 5 A,2.0,EA,OIL TRAIN 1&2,K06B2,,,,,,,,,,,,,,
1000754467,CONVERTER  FAST ETHERNET MEDIA  SUPPLY,8.0,EA,PCU,A16C1B,,,,,,,,,,,,,,
1000755493,"VALVE, GATE, FLEXIBLE, 6 IN, 267 MM",0.0,EA,GAS,27A4,,,,,,,,,,,,,,
1000755836,NUT  LOCK  ASTM B446 N06625 (BAR),1.0,EA,OIL TRAIN 1&2,K03A1,L02A2,L02B2,L03B1,,,,,,,,,,,
1000755836,NUT  LOCK  ASTM B446 N06625 (BAR),6.0,EA,"OIL TRAIN 3, 4 & 5",K03A1,L02A2,L02B2,L03B1,,,,,,,,,,,
1000755885,FAN  460V  3 PH  60 HZ  970 RPM  DIRECT,7.0,EA,HVAC,27B2,,,,,,,,,,,,,,
1000756054,VALVE  BUTTERFLY  HIGH PERFORMANCE  150,1.0,EA,GAS,27A4,,,,,,,,,,,,,,
1000756111,UNIT  TRANSMISSION,1.0,EA,UTILITIES,A08B3B,,,,,,,,,,,,,,
1000756442,"FILTER, FAN",217.0,EA,PCU,H08C2,J06D1,J06D2,J07D1,,,,,,,,,,,
1000756992,CAPACITOR  500 MFD  250 V,6.0,EA,PCU,J07C1,,,,,,,,,,,,,,
1000757239,DRIER  MOISTURE ANALYZER,4.0,EA,PCU,H07A2,,,,,,,,,,,,,,
1000757266,STATION  MANUAL PULL  UL  MEA  CSFM,17.0,EA,PCU,A16B1B,,,,,,,,,,,,,,
1000757267,MODULE  POWER SUPPLY  BATTERY  24 VDC,1.0,EA,PCU,A16B4B,,,,,,,,,,,,,,
1000758791,THROWER  OIL  A 276-316L,1.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000759679,DIAPHRAGM  FRONT  PTFE 701N,1.0,EA,UTILITIES,A08D4B,,,,,,,,,,,,,,
1000759827,DIAPHRAGM  VALVE  PTFE/NBR / D105,1.0,EA,UTILITIES,A08D6B,,,,,,,,,,,,,,
1000759842,KEY  PUMP HUB,3.0,EA,"OIL TRAIN 3, 4 & 5",H02B2,L08A2,,,,,,,,,,,,,
1000759842,KEY  PUMP HUB,1.0,EA,SHIPPING,H02B2,L08A2,,,,,,,,,,,,,
1000759927,"GASKET, SS SPIRAL WOUND",1.0,EA,"OIL TRAIN 3, 4 & 5",L03C2,,,,,,,,,,,,,,
1000759990,O-RING  BUNA-N  ELECTRONIC COVER,2.0,EA,"OIL TRAIN 3, 4 & 5",L03A1,,,,,,,,,,,,,,
1000759991,O-RING  BUNA-N,1.0,EA,,A18B5B,L02B1,,,,,,,,,,,,,
1000759991,O-RING  BUNA-N,2.0,EA,"OIL TRAIN 3, 4 & 5",A18B5B,L02B1,,,,,,,,,,,,,
1000761314,GASKET  TM  REAR COVER PLATE GASKET,2.0,EA,,A07F2B,A17D6B,C08A2,L08A2,,,,,,,,,,,
1000761314,GASKET  TM  REAR COVER PLATE GASKET,1.0,EA,OIL TRAIN 1&2,A07F2B,A17D6B,C08A2,L08A2,,,,,,,,,,,
1000761314,GASKET  TM  REAR COVER PLATE GASKET,3.0,EA,"OIL TRAIN 3, 4 & 5",A07F2B,A17D6B,C08A2,L08A2,,,,,,,,,,,
1000761316,SEAL  LABYRINTH  BRONZE - VITON,2.0,EA,OIL TRAIN 1&2,A07C2B,L02B1,L07B2,,,,,,,,,,,,
1000761316,SEAL  LABYRINTH  BRONZE - VITON,7.0,EA,"OIL TRAIN 3, 4 & 5",A07C2B,L02B1,L07B2,,,,,,,,,,,,
1000761317,SEAL  LABYRINTH  BRONZE-VITON  OUTBOARD,1.0,EA,,A07D5B,A07E6B,A18A6B,L02A2,L06A2,,,,,,,,,,
1000761317,SEAL  LABYRINTH  BRONZE-VITON  OUTBOARD,2.0,EA,OIL TRAIN 1&2,A07D5B,A07E6B,A18A6B,L02A2,L06A2,,,,,,,,,,
1000761317,SEAL  LABYRINTH  BRONZE-VITON  OUTBOARD,7.0,EA,"OIL TRAIN 3, 4 & 5",A07D5B,A07E6B,A18A6B,L02A2,L06A2,,,,,,,,,,
1000761318,RING  RETAINING  SNAP  STEEL,1.0,EA,OIL TRAIN 1&2,A07D4B,,,,,,,,,,,,,,
1000761574,BOARD  PRINTED CIRCUIT  TERMINAL,1.0,EA,SHIPPING,H03B2,,,,,,,,,,,,,,
1000762538,SEAL  LABYRINTH  FLOATING,4.0,EA,UTILITIES,A08A6B,,,,,,,,,,,,,,
1000762629,WASHER  LOCK  LOCKNUT,1.0,EA,OIL TRAIN 1&2,K03A1,L02A2,L03B2,,,,,,,,,,,,
1000762629,WASHER  LOCK  LOCKNUT,6.0,EA,"OIL TRAIN 3, 4 & 5",K03A1,L02A2,L03B2,,,,,,,,,,,,
1000763279,BALLAST  HIGH PRESSURE SODIUM  400 W,24.0,EA,SHIPPING,H03B2,,,,,,,,,,,,,,
1000763811,MONITOR  3-PHASE  INPUT  190 TO 600 VAC,14.0,EA,PCU,J07C1,,,,,,,,,,,,,,
1000764554,CARD  NETWORK INTERFACE  H-NET OR X-NET,1.0,EA,PCU,B11C5B,J08A2,,,,,,,,,,,,,
1000764561,MODULE  REMOTE PRINTER MODULE,5.0,EA,PCU,H08C2,J08C2,,,,,,,,,,,,,
1000764562,HORN  FIRE ALARM  115 DB  12-48 VDC,3.0,EA,OIL TRAIN 1&2,A07F4B,,,,,,,,,,,,,,
1000764563,LIGHT  EMERGENCY/SAFETY  BEACON  24 VDC,23.0,EA,PCU,A16E1B,H08A2,J06B1,,,,,,,,,,,,
1000764727,DIAPHRAGM  D106  PTFE  ITEM 098,2.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000764729,O-RING  29.3 MM  3.6 MM  NBR,2.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000764736,BEARING  AISI E52100  ITEM 439E,4.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000764739,SEAL  SPACER KIT,2.0,EA,OIL TRAIN 1&2,K06B2,,,,,,,,,,,,,,
1000764748,BEARING  BALL  METRIC  7314 BECBJ,3.0,EA,OIL TRAIN 1&2,A07F3B,,,,,,,,,,,,,,
1000764976,SCREW  SET  M12 X 20  ASTM A193 GR B8M,17.0,EA,,A18G6B,A18H4B,L03B2,,,,,,,,,,,,
1000764976,SCREW  SET  M12 X 20  ASTM A193 GR B8M,1.0,EA,"OIL TRAIN 3, 4 & 5",A18G6B,A18H4B,L03B2,,,,,,,,,,,,
1000765043,VALVE  CHECK  ASSEMBLY,3.0,EA,PCU,A16C6B,,,,,,,,,,,,,,
1000765045,O-RING  57 MM  3 MM  NBR,8.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000765046,BEARING  CONTROL SPOOL  A48,2.0,EA,OIL TRAIN 1&2,A07C4B,K06B2,L03B1,,,,,,,,,,,,
1000765046,BEARING  CONTROL SPOOL  A48,4.0,EA,"OIL TRAIN 3, 4 & 5",A07C4B,K06B2,L03B1,,,,,,,,,,,,
1000765054,O-RING  91 MM  3 MM  FPM,8.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000765609,GASKET  SPIRAL WOUND  28 IN  CLASS 150,55.0,EA,,C06B1,,,,,,,,,,,,,,
1000766427,TRANSFORMER  POWER  300 A  60 HZ,1.0,EA,,C03A2,,,,,,,,,,,,,,
1000766584,PACKING  RING SET  SPLIT  0.500 IN ID,6.0,EA,"OIL TRAIN 3, 4 & 5",L03A1,L07B2,,,,,,,,,,,,,
1000768120,SCANNER  FLAME  DEG F)  1 TO 3 SECONDS,3.0,EA,MCU,A17F5B,,,,,,,,,,,,,,
1000768684,"KIT, O-RING REPLACEMENT",1.0,KT,PCU,J07C1,,,,,,,,,,,,,,
1000769851,RING  WEAR  SS  ASTM A276 GR 316L,1.0,EA,UTILITIES,A08D6B,,,,,,,,,,,,,,
1000769852,OILER  CONSTANT LEVEL,4.0,EA,UTILITIES,A08D4B,,,,,,,,,,,,,,
1000769855,RING  WEAR  CASING  SS  SUCTION SIDE,1.0,EA,UTILITIES,A08D5B,,,,,,,,,,,,,,
1000770978,STUD  FOR PUMP INDUCER,1.0,EA,SHIPPING,H03B1,,,,,,,,,,,,,,
1000771218,SEAL  SEAL  PTFE  FOR VALVE ASSEMBLY,1.0,EA,UTILITIES,A08D3B,,,,,,,,,,,,,,
1000771594,VALVE  CHECK  3 IN  ANSI CLASS 300,1.0,EA,UTILITIES,F07B1,,,,,,,,,,,,,,
1000772339,RING  SEAL RING  21/54 X 1.5,2.0,EA,UTILITIES,A08A3B,,,,,,,,,,,,,,
1000772346,CONTACTOR  3 P  80 A  220 VAC  CMY840,0.0,EA,HVAC,27B2,F06D1,,,,,,,,,,,,,
1000772346,CONTACTOR  3 P  80 A  220 VAC  CMY840,10.0,EA,UTILITIES,27B2,F06D1,,,,,,,,,,,,,
1000772550,COMPRESSOR  REFRIGERANT ZR144KC 460V  3P,2.0,EA,HVAC,27B2,LOCATION,,,,,,,,,,,,,
1000775078,O-RING  VITON,1.0,EA,OIL TRAIN 1&2,A07C3B,,,,,,,,,,,,,,
1000775134,CONTACTOR  DEFINITE PURPOSE  3 P  50A,2.0,EA,,A18B5B,,,,,,,,,,,,,,
1000775415,SWITCH  LIMIT  ASSY  FOR ACTUATOR SQ406,1.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000775979,LAMP FLUORESCENT  17 W  609.6 MM LG ,10.0,EA,SHIPPING,H03C1,,,,,,,,,,,,,,
1000776020,LAMP FLUORESCENT  17 W  2 FT LG ,0.0,EA,,A07A2,D01A1,,,,,,,,,,,,,
1000776020,LAMP FLUORESCENT  17 W  2 FT LG ,48.0,EA,MCU,A07A2,D01A1,,,,,,,,,,,,,
1000776589,SEAL  LABYRINTH  INBOARD  BRONZE-VITON,2.0,EA,PCU,A08B4B,H08A1,,,,,,,,,,,,,
1000776589,SEAL  LABYRINTH  INBOARD  BRONZE-VITON,1.0,EA,UTILITIES,A08B4B,H08A1,,,,,,,,,,,,,
1000776590,SEAL  LABYRINTH  OUTBOARD  BRONZE-VITON,1.0,EA,UTILITIES,A08B4B,,,,,,,,,,,,,,
1000776756,POWER SUPPLY  ELECTRICAL  12 A  1 PH,0.0,EA,PCU,A01A1,,,,,,,,,,,,,,
1000776836,KIT MECHANICAL SEAL REPAIR KIT,2.0,EA,SHIPPING,H03B2,,,,,,,,,,,,,,
1000777095,O-RING  O-RING-390,2.0,EA,GAS,G03A2,,,,,,,,,,,,,,
1000777099,COIL  ELECTRICAL  FOR ROTORK,5.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,,,,,,,,,,,,,,
1000777210,WASHER  TAB  SS  ASTM A240 TP 316,2.0,EA,SHIPPING,H02B2,H03B1,,,,,,,,,,,,,
1000777211,SLEEVE  SHAFT  ASTM A564 TYPE 530,1.0,EA,SHIPPING,H03B1,,,,,,,,,,,,,,
1000777604,BUTTON  SWITCH  PUSH  LOCK INSERT,8.0,EA,PCU,A16B2B,,,,,,,,,,,,,,
1000777946,GASKET  JACKETED  NARC-1  3.2 MM,2.0,EA,,A03D2,,,,,,,,,,,,,,
1000778026,HORN  ELECTRIC  115 DB @ 10 FT  CONICAL,4.0,EA,OIL TRAIN 1&2,A07F5B,,,,,,,,,,,,,,
1000778057,SPRING  OPENING W/ GUIDE  BREAKERS,2.0,EA,OIL TRAIN 1&2,A07C4B,A07D5B,,,,,,,,,,,,,
1000778129,MECHANICAL SEAL  1.625  BSTFN,6.0,EA,PCU,H08A1,,,,,,,,,,,,,,
1000778718,SEAL  HEAD SEAL  80S,8.0,EA,UTILITIES,A08C3B,,,,,,,,,,,,,,
1000779307,BATTERY  LEAD ACID  STATIONARY  440 AH,17.0,EA,PCU,J06A1,J08A2,,,,,,,,,,,,,
1000779606,BATTERY  LEAD ACID  STATIONARY  640 AH,1.0,EA,PCU,J08A2,,,,,,,,,,,,,,
1000779943,BATTERY  LEAD ACID  STATIONARY  80 AH,4.0,EA,PCU,J08A2,,,,,,,,,,,,,,
1000780293,SHAFT  PUMP  AISI 4140,1.0,EA,UTILITIES,C03A2,,,,,,,,,,,,,,
1000780352,AMPLIFIER  SMARTSERIES SPEAKER,1.0,EA,OIL TRAIN 1&2,K03A2,L03C2,L07B2,,,,,,,,,,,,
1000780352,AMPLIFIER  SMARTSERIES SPEAKER,5.0,EA,"OIL TRAIN 3, 4 & 5",K03A2,L03C2,L07B2,,,,,,,,,,,,
1000780354,AMPLIFIER  SMARTSERIES HANDSET/SPEAKER,26.0,EA,OIL TRAIN 1&2,A07G1B,A07G3B,A07G4B,A07G5B,A07H4B,A07H5B,A07H6B,L03A1,L06A1,,,,,,
1000780354,AMPLIFIER  SMARTSERIES HANDSET/SPEAKER,3.0,EA,"OIL TRAIN 3, 4 & 5",A07G1B,A07G3B,A07G4B,A07G5B,A07H4B,A07H5B,A07H6B,L03A1,L06A1,,,,,,
1000780384,PLUNGER  D.41.1  ALUMINIUM,1.0,EA,UTILITIES,A08D5B,,,,,,,,,,,,,,
1000780385,SEAL  PAPER,1.0,EA,UTILITIES,A08H1B,,,,,,,,,,,,,,
1000780386,CLIP  SPRING STEEL,1.0,EA,UTILITIES,A08D3B,,,,,,,,,,,,,,
1000780465,CONVERTER  AC/DC  3000 W  OUTPUT  30 A,2.0,EA,PCU,H08A1,,,,,,,,,,,,,,
1000780504,BATTERY  LEAD ACID  STATIONARY  400 AH,9.0,EA,PCU,J06A1,J07A2,,,,,,,,,,,,,
1000780865,CONTROLLER  MM3 INTELLIGENT MMC,4.0,EA,PCU,A16C1B,A16E5B,,,,,,,,,,,,,
1000780954,"FACE, MECHANICAL SEAL",1.0,EA,PCU,H06B1,,,,,,,,,,,,,,
1000780958,PIN  MECHANICAL SEAL  2.4610/2.4819,2.0,EA,"OIL TRAIN 3, 4 & 5",L01B2,,,,,,,,,,,,,,
1000780960,RING  THROTTLE  T12,-1.0,EA,,21C07B2,,,,,,,,,,,,,,
1000780960,RING  THROTTLE  T12,1.0,EA,WIP,21C07B2,,,,,,,,,,,,,,
1000780965,"SEAT, BUKA20",1.0,EA,PCU,H06B1,,,,,,,,,,,,,,
1000780992,SEAL  INPRO  D190 /220  BRONZE,4.0,EA,,A18E6B,A18H2B,,,,,,,,,,,,,
1000781237,RELAY  PROTECTION  SOLID STATE,1.0,EA,"OIL TRAIN 3, 4 & 5",L03A1,,,,,,,,,,,,,,
1000781268,RING  WEAR  IMPELLER  1.4027 V,1.0,EA,UTILITIES,A08A4B,,,,,,,,,,,,,,
1000781269,BUSHING  THROTTLE  59H7 / 117 X 22,1.0,EA,UTILITIES,A08B5B,,,,,,,,,,,,,,
1000781371,JOINT  SPIRAL  250 / 269 X 4.6,1.0,EA,UTILITIES,A08B4B,,,,,,,,,,,,,,
1000781372,GASKET  121 / 168 X 0.5  DPAF,2.0,EA,UTILITIES,A08B3B,,,,,,,,,,,,,,
1000781373,O-RING  112 MM  4 MM  NBR 80,2.0,EA,UTILITIES,A08A6B,,,,,,,,,,,,,,
1000781473   ,LIGHT  PILOT INDICATING  BLUE  30.5 MM,1.0,EA,PCU,A16E6B,,,,,,,,,,,,,,
1000781522,BLOCK  CONTACT  SWITCH  1 N.O.,2.0,EA,"OIL TRAIN 3, 4 & 5",L08A2,,,,,,,,,,,,,,
1000781654,FIXTURE  HID LIGHTING  400 W,4.0,EA,MCU,A06C1,D02A2,,,,,,,,,,,,,
1000781661,BALLAST  HIGH PRESSURE SODIUM  150 W,21.0,EA,GAS,G02A2,,,,,,,,,,,,,,
1000781866,SWITCH  LIMIT  SPDT  3/4 IN FEMALE NPT,15.0,EA,,A18B4B,A18G1B,H03C1,,,,,,,,,,,,
1000781866,SWITCH  LIMIT  SPDT  3/4 IN FEMALE NPT,3.0,EA,SHIPPING,A18B4B,A18G1B,H03C1,,,,,,,,,,,,
1000782069,HORN  TWO STAGE  SHORT FLARE  CONICAL,2.0,EA,OIL TRAIN 1&2,A07F6B,A16F4B,A16F5B,A16F6B,L02A2,,,,,,,,,,
1000782069,HORN  TWO STAGE  SHORT FLARE  CONICAL,3.0,EA,"OIL TRAIN 3, 4 & 5",A07F6B,A16F4B,A16F5B,A16F6B,L02A2,,,,,,,,,,
1000782069,HORN  TWO STAGE  SHORT FLARE  CONICAL,8.0,EA,PCU,A07F6B,A16F4B,A16F5B,A16F6B,L02A2,,,,,,,,,,
1000782200,UNIT  COUPLING TRANSMISSION,2.0,EA,PCU,H08A1,,,,,,,,,,,,,,
1000782306,BOARD  PRINTED CIRCUIT,6.0,EA,,A18F6B,,,,,,,,,,,,,,
1000782435,DEFLECTOR  DISC  BRONZE,-2.0,EA,,A08B2B,A18H5B,A18H6B,,,,,,,,,,,,
1000782435,DEFLECTOR  DISC  BRONZE,2.0,EA,UTILITIES,A08B2B,A18H5B,A18H6B,,,,,,,,,,,,
1000783090,CIRCUIT BREAKER  MOLDED CASE  400 A  3,2.0,EA,OIL TRAIN 1&2,A07E6B,,,,,,,,,,,,,,
1000783143,HORN  FIRE ALARM  FT)  TONE DEPENDENT,2.0,EA,PCU,A16H1B,,,,,,,,,,,,,,
1000783259,SPRING  ELGILOY,4.0,EA,OIL TRAIN 1&2,A07C4B,A07D4B,,,,,,,,,,,,,
1000783314,O-RING  49.5 MM  3.07 MM DIA  NITRILE,2.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,,,,,,,,,,,,,,
1000783334,GASKET  GRAPHITE  HEAD,2.0,EA,,A17D3B,,,,,,,,,,,,,,
1000783790,FILTER  ELEMENT  158 MM DIA X 503 MM,4.0,EA,,A18G2B,,,,,,,,,,,,,,
1000784240,VALVE  SOLENOID  3/2-WAY  1/4 IN  SCREW,2.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,,,,,,,,,,,,,,
1000784659,WASHER  CARBON STEEL  ASSY,20.0,EA,UTILITIES,F08B2,,,,,,,,,,,,,,
1000784660,SCREW  PART OF COMBUSTION CHAMBER ASSY,20.0,EA,UTILITIES,F08B2,,,,,,,,,,,,,,
1000784662,GASKET  PART OF COMBUSTION CHAMBER,12.0,EA,UTILITIES,F08B2,,,,,,,,,,,,,,
1000784663,SCREW  PART OF COMBUSTION CHAMBER ASSY,21.0,EA,UTILITIES,F08B2,,,,,,,,,,,,,,
1000784664,SCREW  PART OF OUTER COMBUSTION,8.0,EA,UTILITIES,F08B2,,,,,,,,,,,,,,
1000784747,POWER SUPPLY  ELECTRICAL  AC/DC  960 W,4.0,EA,PCU,A16C3B,,,,,,,,,,,,,,
1000785043,BEARING  SLEEVE  BABBITTED STEEL,12.0,EA,OIL TRAIN 1&2,K03A1,L01B2,L02B2,L03A1,L03B2,L06A1,,,,,,,,,
1000785043,BEARING  SLEEVE  BABBITTED STEEL,10.0,EA,"OIL TRAIN 3, 4 & 5",K03A1,L01B2,L02B2,L03A1,L03B2,L06A1,,,,,,,,,
1000785045,BUSHING  CHANNEL RING,7.0,EA,"OIL TRAIN 3, 4 & 5",L03B1,,,,,,,,,,,,,,
1000785047,COLLAR  THRUST  AISI 1020,5.0,EA,,A18D4B,C01B1,K03A1,L01B2,L07B2,,,,,,,,,,
1000785047,COLLAR  THRUST  AISI 1020,3.0,EA,OIL TRAIN 1&2,A18D4B,C01B1,K03A1,L01B2,L07B2,,,,,,,,,,
1000785047,COLLAR  THRUST  AISI 1020,2.0,EA,"OIL TRAIN 3, 4 & 5",A18D4B,C01B1,K03A1,L01B2,L07B2,,,,,,,,,,
1000785058,INSERT  BALANCE SLEEVE,1.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000785061,NUT  LOCK  RING  ASTM A434 BC TP 4140,2.0,EA,OIL TRAIN 1&2,K03A1,,,,,,,,,,,,,,
1000785062,RING  IMPELLER BUSHING,3.0,EA,"OIL TRAIN 3, 4 & 5",L03B1,,,,,,,,,,,,,,
1000785064,RING  SPLIT  INCONEL ASTM B446 N06625,1.0,EA,"OIL TRAIN 3, 4 & 5",L02A2,,,,,,,,,,,,,,
1000785065,RING  RETAINER  ASTM B446 N06625 (BAR),1.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,,,,,,,,,,,,,,
1000785066,RING  BACK-UP  (SP-240),3.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,L06A1,,,,,,,,,,,,,
1000785067,RING  BACK-UP  (SP-244),4.0,EA,"OIL TRAIN 3, 4 & 5",L02B1,L08A2,,,,,,,,,,,,,
1000785068,RING  WEAR  IMPELLER,1.0,EA,"OIL TRAIN 3, 4 & 5",L06A2,,,,,,,,,,,,,,
1000785069,RING  WEAR  IMPELLER,1.0,EA,,A18H1B,L03B2,,,,,,,,,,,,,
1000785069,RING  WEAR  IMPELLER,4.0,EA,"OIL TRAIN 3, 4 & 5",A18H1B,L03B2,,,,,,,,,,,,,
1000785070,RING  WEAR  CASING,1.0,EA,"OIL TRAIN 3, 4 & 5",L06A1,,,,,,,,,,,,,,
1000785071,RING  WEAR  CASING,1.0,EA,,A18H2B,L06A2,,,,,,,,,,,,,
1000785071,RING  WEAR  CASING,8.0,EA,"OIL TRAIN 3, 4 & 5",A18H2B,L06A2,,,,,,,,,,,,,
1000785072,SEAL  INPRO  BRONZE,28.0,EA,OIL TRAIN 1&2,K03A1,L01B2,L02A2,L02B2,L03B1,L03B2,,,,,,,,,
1000785072,SEAL  INPRO  BRONZE,28.0,EA,"OIL TRAIN 3, 4 & 5",K03A1,L01B2,L02A2,L02B2,L03B1,L03B2,,,,,,,,,
1000785073,SEAL  INPRO  BRONZE,2.0,EA,,A18A3B,K03A1,L01B2,L02A2,L03B1,L03B2,,,,,,,,,
1000785073,SEAL  INPRO  BRONZE,33.0,EA,OIL TRAIN 1&2,A18A3B,K03A1,L01B2,L02A2,L03B1,L03B2,,,,,,,,,
1000785073,SEAL  INPRO  BRONZE,28.0,EA,"OIL TRAIN 3, 4 & 5",A18A3B,K03A1,L01B2,L02A2,L03B1,L03B2,,,,,,,,,
1000785074,WASHER  RETAINING  INCONEL 625,3.0,EA,,A18A4B,,,,,,,,,,,,,,
1000785182,INTERFACE  V22 OPERATOR,2.0,EA,PCU,A16A5B,,,,,,,,,,,,,,
1000785228,RIM  TOOTHED  40 MM DIA X 12 MM  AU-98,2.0,EA,UTILITIES,A08A5B,,,,,,,,,,,,,,
1000785338,LIGHT  EMERGENCY/SAFETY  120 VAC  UL,11.0,EA,PCU,H06A1,H08A2,,,,,,,,,,,,,
1000785339,LIGHT  EMERGENCY/SAFETY  24 VDC  UL,20.0,EA,PCU,A16C4B,A16C5B,A16H1B,A16H2B,A16H3B,A16H4B,A16H5B,J06B1,,,,,,,
1000785342,MODULE DIGITAL SIGNAL INPUT,36.0,EA,PCU,A16C3B,,,,,,,,,,,,,,
1000785416,REGULATOR  FILTER  RELIEVING  5 MICRONS,5.0,EA,"OIL TRAIN 3, 4 & 5",L07B2,,,,,,,,,,,,,,
1000785478,TRANSMITTER  PRESSURE  400 INH2O,6.0,EA,SHIPPING,H03C1,,,,,,,,,,,,,,
